;lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
7096;liege;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7097;227;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7098;untested;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7099;203;1;1;0;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7100;exemplary;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7101;campbell;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7102;derrington;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7103;resultant;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7104;county;1;0;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7105;2.7;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7106;hester;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7107;publicity;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7108;lew;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7109;presumably;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7110;605;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7111;t2-weighte;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7112;409;1;0;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7113;fate;0;0;0;1;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7114;spectral;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7115;discretion;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7116;909;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7117;intuition;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7118;prowess;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7119;shot;1;0;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7120;bariatric;1;0;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7121;msud;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7122;15.4;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7123;elect;1;1;0;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7124;victory;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7125;283;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7126;anymore;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7127;288;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7128;motivated;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7129;indebtedness;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7130;hct;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7131;ips;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7132;i.e;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7133;neuron;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7134;iom;1;0;0;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7135;fivefold;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7136;unbiased;1;1;0;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7137;0.73;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7138;blessing;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7139;rhythm;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7140;th;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7141;optimum;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7142;replicate;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7143;clearance;1;1;0;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7144;1.51;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7145;escape;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7146;sure;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7147;immunoassay;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7148;orthopaedic;1;1;0;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7149;pharmacotherapy;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7150;halve;0;0;0;1;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7151;7/10;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7152;integrative;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7153;syrup;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7154;recidivism;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7155;esteem;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7156;mood;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7157;maple;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7158;prescribed;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7159;alert;1;0;0;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7160;childress;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7161;underutilize;1;0;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7162;beauchamp;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7163;diameter;0;1;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7164;commonplace;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7165;commercialize;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7166;21.2;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7167;0.40;1;0;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7168;polyneuropathy;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7169;durability;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7170;guyanese;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7171;down;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7172;revival;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7173;scientifically;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7174;milieu;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7175;controversie;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7176;liberalism;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7177;trap;0;0;0;1;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7178;235;1;0;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7179;toronto;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7180;ovid;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7181;curricular;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7182;cascade;0;1;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7183;612;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7184;1.05;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7185;1.13;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7186;transverse;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7187;0.79;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7188;strata;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7189;director;1;0;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7190;corporeal;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7191;pneumonia;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7192;aspiration;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7193;extubate;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7194;homogeneity;0;1;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7195;dopamine;1;0;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7196;progenitor;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7197;o(2;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7198;criminalize;0;1;0;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7199;lubricate;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7200;417;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7201;sided;1;0;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7202;exempt;1;0;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7203;revised;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7204;vc;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7205;isoform;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7206;recalcitrant;0;1;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7207;plantation;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7208;597;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7209;misgiving;0;0;0;0;1;0;0;0;0;0;1;2;0;0.4;0.18;1
7210;ru;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7211;jordan;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7212;spell;1;0;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7213;0.015;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7214;locus;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7215;attribution;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7216;sensibility;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7217;hypoperfusion;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7218;389;0;1;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7219;splanchnic;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7220;tesla;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7221;massive;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7222;1947;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7223;periodical;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7224;war;0;0;0;0;1;0;0;0;0;0;1;2;0;0.4;0.18;1
7225;quasi;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7226;1924;0;0;0;0;1;0;0;1;0;0;0;2;0;0.4;0.18;1
7227;postransplant;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7228;mayer;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7229;fitting;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7230;entrench;0;1;0;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7231;calabresi;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7232;turin;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7233;206;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7234;foresee;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7235;bobbitt;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7236;adjuvant;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7237;irreducible;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7238;offensive;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7239;back;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7240;summarily;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7241;mdrd;0;1;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7242;nonjudgmental;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7243;62.1;0;0;0;0;1;0;0;1;0;0;0;2;0;0.4;0.18;1
7244;tonometry;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7245;lausanne;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7246;cumbersome;0;0;0;0;1;0;0;0;1;0;0;2;0;0.4;0.18;1
7247;hsc;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7248;celsior;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7249;tetraploid;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7250;31.0;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7251;theologian;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7252;bioartificial;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7253;persad;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7254;wertheimer;1;0;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7255;circumvent;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7256;totality;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7257;throw;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7258;nonpayment;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7259;konos;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7260;saphenous;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7261;2.9;1;0;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7262;outright;1;0;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7263;enumerate;1;0;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7264;1981;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7265;dubois;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7266;negate;1;0;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7267;m.;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7268;contemporaneously;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7269;neurosurgical;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7270;proclaim;0;0;0;1;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7271;internist;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7272;retroactively;1;0;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7273;commonwealth;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7274;decriminalise;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7275;desert;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7276;esprit;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7277;corps;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7278;transcription;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7279;predictability;0;0;0;1;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7280;oct3/4;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7281;mac;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7282;migration;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7283;literally;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7284;dh;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7285;standstill;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7286;suffice;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7287;transatlantic;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7288;maybe;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7289;proliferation;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7290;67.3;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7291;haematological;0;1;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7292;unemployed;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7293;53.5;0;0;0;1;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7294;reading;1;0;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7295;broadcasting;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7296;1969;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7297;corporation;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7298;globe;1;0;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7299;51.5;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7300;mayo;1;1;0;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7301;relata;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7302;349;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7303;arduous;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7304;496;0;0;0;1;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7305;minimization;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7306;preoperatively;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7307;conscription;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7308;supratentorial;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7309;maturation;1;0;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7310;396;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7311;autograft;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7312;indefinitely;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7313;objectionable;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7314;feminist;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7315;fk506;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7316;unanimously;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7317;colloid;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7318;0.11;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7319;dyslipidemia;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7320;attainment;1;0;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7321;3,200;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7322;22.8;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7323;2.0;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7324;intergovernmental;0;1;0;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7325;68.4;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7326;2.33;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7327;184;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7328;drastic;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7329;opposed;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7330;1.15;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7331;explant;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7332;defensibility;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7333;instruction;0;0;0;0;1;0;0;1;0;0;0;2;0;0.4;0.18;1
7334;elevation;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7335;humankind;0;0;0;0;1;0;1;0;0;0;0;2;0;0.4;0.18;1
7336;anthropocentrism;0;0;0;0;1;1;0;0;0;0;0;2;0;0.4;0.18;1
7337;consequentialist;0;0;0;0;1;0;0;0;0;0;1;2;0;0.4;0.18;1
7338;overemphasize;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7339;stream;0;0;1;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7340;1.08;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7341;coin;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7342;accuse;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7343;6.25;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7344;0.7;0;0;1;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7345;stepwise;0;0;0;0;1;0;1;0;0;0;0;2;0;0.4;0.18;1
7346;sphere;0;1;0;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7347;lsmt;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7348;intracranial;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7349;improper;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7350;aotearoa;2;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7351;bed;0;0;0;1;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7352;bma;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7353;epistemology;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7354;consultative;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7355;eminent;0;1;0;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7356;mutilate;0;1;1;0;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7357;/=18;0;0;1;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7358;105;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7359;parenteral;0;0;0;0;1;0;1;0;0;0;0;2;0;0.4;0.18;1
7360;3.2;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7361;fire;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7362;arena;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7363;redirect;0;0;1;0;0;0;0;0;0;0;1;2;0;0.4;0.18;1
7364;enroll;0;0;1;1;0;0;0;0;0;0;0;2;0;0.4;0.18;1
7365;discomfort;1;0;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7366;ip;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7367;intersect;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7368;reciprocate;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7369;quarterly;0;0;0;0;1;0;0;0;1;0;0;2;0;0.4;0.18;1
7370;pedagogical;0;0;0;2;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7371;reaffirm;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7372;behavioural;0;1;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7373;subspecialist;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7374;omit;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7375;displacement;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7376;aboriginal;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7377;36-year;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7378;tat;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7379;menopause;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7380;organise;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7381;immunogenetic;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7382;3.4;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7383;2.58;0;1;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7384;observed;0;0;0;0;1;0;0;0;1;0;0;2;0;0.4;0.18;1
7385;psychiatry;0;0;1;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7386;times;1;0;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7387;buffer;0;1;0;0;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7388;predonation;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7389;erythropoietin;0;0;0;1;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7390;movement;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7391;profoundly;0;0;0;1;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7392;grapple;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7393;4.2;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7394;instill;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7395;subspecialty;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7396;scintigraphic;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7397;thwart;0;1;0;0;0;0;0;1;0;0;0;2;0;0.4;0.18;1
7398;immunoglobulin;0;0;0;1;1;0;0;0;0;0;0;2;0;0.4;0.18;1
7399;undercut;0;1;0;0;0;0;1;0;0;0;0;2;0;0.4;0.18;1
7400;glutamic;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7401;sociology;0;0;1;0;0;1;0;0;0;0;0;2;0;0.4;0.18;1
7402;lurd;0;0;2;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7403;extrinsic;0;2;0;0;0;0;0;0;0;0;0;2;0;0.6;0.18;2
7404;2.82;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7405;anchor;0;0;0;0;1;0;0;0;1;0;0;2;0;0.4;0.18;1
7406;sodium;0;1;0;0;0;0;0;0;1;0;0;2;0;0.4;0.18;1
7407;systemically;0;0;1;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7408;sixteen;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7409;optional;0;0;0;0;1;0;0;0;0;1;0;2;0;0.4;0.18;1
7410;misguided;0;0;0;1;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7411;respected;0;0;0;0;2;0;0;0;0;0;0;2;0;0.6;0.18;2
7412;spinal;1;0;0;0;0;0;0;0;0;1;0;2;0;0.4;0.18;1
7413;subdistribution;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
7414;array;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
7415;uaga;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
7416;cardinal;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
7417;67+/-10;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
